"NAZ_LOKAL","roky"
"6442c02",1
"6442c03",1
"6442c04",1
"6442c06",1
"6442c07",1
"6442c08",1
"6442c09",1
"6442c11",1
"6442c12",1
"6442c13",1
"6442c14",1
"6442c15",1
"6443b1",1
"6443b2",1
"6443b3",1
"6443b4",1
"6443b5",1
"6443c1",1
"6443c2",1
"6443c3",1
"6443c5",1
"6444a01",1
"6444a02",1
"6444a03",1
"6444a04",1
"6444a05",1
"6444a06",1
"6444a07",1
"6444a08",1
"6444a09",1
"6444a10",1
"6444a11",1
"6444a12",1
"6444a13",1
"6444a14",1
"6444a15",1
"6444a16",1
"6444a17",1
"6444b01",1
"6444b02",1
"6444b03",1
"6444b04",1
"6444b05",1
"6444b06",1
"6444b07",1
"6444d01",1
"6444d02",1
"6444d03",1
"6444d04",1
"6444d05",1
"6444d06",1
"6444d07",1
"6444d08",1
"6444d09",1
"6444d10",1
"6444d11",1
"6444d12",1
"6444d13",1
"6445a01",1
"6445a02",1
"6445a03",1
"6445a04",1
"6445a05",1
"6445a06",1
"6445a07",1
"6445a08",1
"6445a09",1
"6445a10",1
"6445a11",1
"6445a12",1
"6445a13",1
"6445a14",1
"6445a15",1
"6445b01",1
"6445b02",1
"6445b03",1
"6445b04",1
"6445b05",1
"6445b06",1
"6445b07",1
"6445b08",1
"6445b09",1
"6445b10",1
"6445b11",1
"6445b12",1
"6445b13",1
"6445b14",1
"6445b15",1
"6445b16",1
"6445b17",1
"6445b18",1
"6445b19",1
"6445b20",1
"6445b21",1
"6445b22",1
"6445b23",1
"6445b24",1
"6445b25",1
"6445b26",1
"6445b27",1
"6445b28",1
"6445b29",1
"6445b30",1
"6445b31",1
"6445c01",1
"6445c02",1
"6445c03",1
"6445c04",1
"6445c05",1
"6445c10",1
"6445c6",1
"6445c7",1
"6445c8",1
"6445c9",1
"6445d06",1
"6445d07",1
"6445d08",1
"6445d09",1
"6445d10",1
"6445d11",1
"6445d12",1
"6445d13",1
"6448d2",1
"6449a1",1
"6449a2",1
"6449a3",1
"6449a4",1
"6449a5",1
"6449a6",1
"6449a7",1
"6449a8",1
"6449b1",1
"6449b2",1
"6449b3",1
"6449b4",1
"6449c1",1
"6449c2",1
"6449c3",1
"6449c4",1
"6449c5",1
"6449d1",1
"6449d2",1
"6449d3",1
"6451a2",1
"6451d1",1
"6451d2",1
"6460b",1
"6461b1",1
"6461d1",1
"6462b1",1
"6464b1-Oles",1
"6464b2",1
"6464b2-Oles",1
"6464c",1
"6464c2",1
"6464d",1
"6464d1",1
"6464d5",1
"6465a1",1
"6465c",1
"6465c1",1
"6465c2",1
"6465d1",1
"6466a",1
"6466a1",1
"6466a3",1
"6466b1",1
"6466b2",1
"6466c",1
"6466c1",1
"6466c4",1
"6470d1",1
"6470d2",1
"6470d3",1
"6470d4",1
"6470d5",1
"6471c1",1
"6471d1",1
"6471d2",1
"6472c1",1
"6472c2",1
"6472c3",1
"6472c4",1
"6473b1",1
"6473b2",1
"6473c1",1
"6473c2",1
"6473d1",1
"6473d2",1
"6474a1",1
"6474a2",1
"6474a3",1
"6474d1",1
"6474d2",1
"6475a1",1
"6475a2",1
"6475b1",1
"6475b2",1
"6475c1",1
"6475c2",1
"6475d1",1
"6475d2",1
"6476a1",1
"6476c1",1
"653c4191-16cd-4e92-b2f6-eb48654aeeb4",1
"6541b02",1
"6541b03",1
"6541d01",1
"6542b02",1
"6542b03",1
"6542b04",1
"6542b05",1
"6542b06",1
"6542b07",1
"6542b08",1
"6542b09",1
"6542c01",1
"6542c02",1
"6542c03",1
"6542c04",1
"6542c05",1
"6543a1",1
"6543a3",1
"6543c001",1
"6543c002",1
"6543c003",1
"6543d001",1
"6543d002",1
"6543d1",1
"6543d10",1
"6543d11",1
"6543d2",1
"6543d3",1
"6543d4",1
"6543d5",1
"6543d6",1
"6543d7",1
"6543d8",1
"6543d9",1
"6544b01",1
"6544b02",1
"6544b03",1
"6544b04",1
"6544b05",1
"6544b06",1
"6544b07",1
"6544c1",1
"6544c2",1
"6544c3",1
"6544c4",1
"6544c5",1
"6545a001",1
"6545a002",1
"6545a003",1
"6545a004",1
"6545a01",1
"6545a02",1
"6545a03",1
"6545b01",1
"6545b02",1
"6545b03",1
"6545b04",1
"6545b05",1
"6545c07",1
"6545c08",1
"6552a1",1
"6558a01",1
"6558a02",1
"6558a03",1
"6558a04",1
"6558a05",1
"6558a06",1
"6558a07",1
"6558b - 01",1
"6558b - 02",1
"6558b - 03",1
"6558b - 05",1
"6558c01",1
"6558c02",1
"6558c03",1
"6558c04",1
"6558c05",1
"6558c06",1
"6558c07",1
"6558c08",1
"6558c09",1
"6558c10",1
"6558c11",1
"6558c12",1
"6559a - 01",1
"6559a - 03",1
"6559a - 04",1
"6559a - 05",1
"6559b01",1
"6559b02",1
"6559c - 02",1
"6559c - 03",1
"6559c - 05",1
"6560c",1
"6560d",1
"6563a1",1
"6563a2",1
"6563a3",1
"6563a5",1
"6563d1",1
"6563d2",1
"6563d3",1
"6564a",1
"6564a1",1
"6564b1",1
"6564b2",1
"6564c",1
"6564c-1 Synalov",1
"6564c-2 Boraè",1
"6565a1",1
"6565b",1
"6565b1",1
"6565b2",1
"6565b3",1
"6565b4",1
"6565b5",1
"6565c",1
"6565c1",1
"6565c2",1
"6565d3",1
"6566a1",1
"6566b1",1
"6566c-1 nad Sloupem 1",1
"6566c-2 nad Sloupem 2",1
"6566c-3 ïár",1
"6566c1",1
"6566d-1 Holštejn Zukalùv mlın",1
"6566d-1 Zuk",1
"6566d-2 Bílá voda",1
"6566d-3 Baldovec",1
"6566d1",1
"6567b1",1
"6567b2",1
"6567b3",1
"6567b4",1
"6567b5",1
"6567b6",1
"6567b7",1
"6567b8",1
"6567d1",1
"6567d2",1
"6568c1",1
"6568c2",1
"6569b1",1
"6569b2",1
"6569d1",1
"6569d2",1
"6571a2",1
"6571a3",1
"6571a4",1
"6571b1",1
"6571b2",1
"6572A2",1
"6572A3",1
"6572b1",1
"6572c1",1
"6572c3",1
"6573a1",1
"6573a2",1
"6573b1",1
"6573b2",1
"6573c1",1
"6573c2",1
"6574a1",1
"6574a2",1
"6574a3",1
"6574b",1
"6574c1",1
"6574c2",1
"6575a10",1
"6575a11",1
"6575a12",1
"6575a2",1
"6575a3",1
"6575a4",1
"6575a5",1
"6575a6",1
"6575a7",1
"6575a9",1
"6575b1",1
"6575b2",1
"6575c1",1
"6575c10",1
"6575c11",1
"6575c12",1
"6575c13",1
"6575c14",1
"6575c2",1
"6575c3",1
"6575c4",1
"6575c5",1
"6575c6",1
"6575c7",1
"6575c8",1
"6575c9",1
"6575d1",1
"6575d2",1
"6575d3",1
"6575d4",1
"6575d5",1
"6575d7",1
"6575d8",1
"6576a1",1
"6576c1",1
"6576c2",1
"6643a001",1
"6643a002",1
"6643b1",1
"6643b2",1
"6643b3",1
"6643b4",1
"6643b5",1
"6643b6",1
"6643b7",1
"6643b8",1
"6643d1",1
"6643d2",1
"6643d3",1
"6643d4",1
"6643d5",1
"6643d6",1
"6643d7",1
"6643d8",1
"6643d9",1
"6644a1",1
"6644a2",1
"6644a3",1
"6644a4",1
"6644a5",1
"6644a6",1
"6644b1",1
"6644b2",1
"6644b3",1
"6644b4",1
"6644c1",1
"6644c10",1
"6644c11",1
"6644c2",1
"6644c3",1
"6644c4",1
"6644c5",1
"6644c6",1
"6644c7",1
"6644c8",1
"6644c9",1
"6644d1",1
"6644d10",1
"6644d11",1
"6644d12",1
"6644d13",1
"6644d2",1
"6644d3",1
"6644d4",1
"6644d5",1
"6644d6",1
"6644d7",1
"6644d8",1
"6644d9",1
"6645a1",1
"6645a2",1
"6645a3",1
"6645a4",1
"6645a5",1
"6645a6",1
"6645a7",1
"6645a8",1
"6645a9",1
"6645c1",1
"6645c10",1
"6645c2",1
"6645c3",1
"6645c4",1
"6645c5",1
"6645c6",1
"6645c7",1
"6645c9",1
"6660c",1
"6660d",1
"6664a",1
"6664a2",1
"6664a3",1
"6664a4",1
"6664b",1
"6665a1",1
"6665b1",1
"6665d",1
"6665d1",1
"6666a",1
"6666a-1 Laánky",1
"6666a-2 Vilémovice",1
"6666a-3 Punkva",1
"6666a1",1
"6666a1- Suchdol",1
"6666a2",1
"6666a2-Lazanky1",1
"6666a3",1
"6666a3-Punk1",1
"6666a4-Punk3",1
"6666a5-Vilém",1
"6666b",1
"6666b-1 Ostrov mokøad",1
"6666b-2 Ostrov za høištìm",1
"6666b-3 Krasovské údolí",1
"6666b1- Ostrov1",1
"6666b2",1
"6666c-1 Tipeèek hájovna",1
"6666c-2 Køtiny u Zukalova mlına",1
"6666c-3 Tipeèek jih",1
"6666c1",1
"6666c1-Rud-cov",1
"6666d1",1
"6666d2",1
"6669b1",1
"6669b2",1
"6670c1",1
"6670c2",1
"6671b1",1
"6671b2",1
"6671d1",1
"6672a1",1
"6672a2",1
"6672a4",1
"6672c1",1
"6672c2",1
"6674c1",1
"6674c2",1
"6674c3",1
"6674c4",1
"6674c6",1
"6674c7",1
"6675a1",1
"6675a2",1
"6675b1",1
"6675c1",1
"6675c2",1
"6675c3",1
"6675d2",1
"6676a1",1
"6676a2",1
"6676c2",1
"6766a-1 Køtiny èov",1
"6766a1",1
"6766b-1 Hadek",1
"6766b-1 Hádek CHKO",1
"6766b-2 Hádek mimo CHKO",1
"6766b1",1
"6766c-2 Tipec",1
"6766c-3 Tipec2",1
"6766c-4 Krt-Bis",1
"6767a",1
"6767a2",1
"6770b 1",1
"6770b 2",1
"6771a 1",1
"6771a 2",1
"6771c1",1
"6771c2",1
"6771c3",1
"6771c4",1
"6771d2",1
"6771d3",1
"6771d4",1
"6772a1",1
"6772a3",1
"6772b1",1
"6772b2",1
"6772b3",1
"6772c1",1
"6772c2",1
"6772c4",1
"6773b1",1
"6773b2",1
"6773b3",1
"6773b4",1
"6774a",1
"6774a1",1
"6774a2",1
"6774b",1
"6774b1",1
"6774b2",1
"6774b3",1
"6774b4",1
"6774c",1
"6774c1",1
"6774c2",1
"6774c3",1
"6774d1",1
"6774d2",1
"6851b1",1
"6864a-1 Štìpánovice",1
"6865c",1
"6865c-1 Bobrava 1",1
"6865c-2 Bobrava 2",1
"6871b2",1
"6871b3",1
"6871b4",1
"6871d1",1
"6871d3",1
"6871d4",1
"6872a2",1
"6872a3",1
"6872a4",1
"6872a5",1
"6872b1",1
"6872c4",1
"6873b1",1
"6874b1",1
"6874c1",1
"6874c2",1
"6874c3",1
"6952d1",1
"6952d2",1
"6962c3",1
"6971b2",1
"6972a1",1
"6972a2",1
"6972a3",1
"6972a5",1
"6972b1",1
"6972b2",1
"6972b3",1
"6972b4",1
"6972b5",1
"6972b6",1
"6972c1",1
"6972d1",1
"6972d3",1
"6973a1",1
"6973a2",1
"6973b1",1
"6973c1",1
"6973c2",1
"6973d1",1
"6974b2",1
"7050d1",1
"7051a1",1
"7051b1",1
"7051b2",1
"7051c10",1
"7051c11",1
"7051c12",1
"7051c13",1
"7051c14",1
"7051c15",1
"7051c17",1
"7051c18",1
"7051c25",1
"7051c6",1
"7051c7",1
"7051c8",1
"7051d4",1
"7051d5",1
"7051d6",1
"7051d7",1
"7051d8",1
"7051d9",1
"7052b",1
"7052c1",1
"7052d",1
"7053a",1
"7053d1",1
"7069b1",1
"7069b2",1
"7069b3",1
"7069b4",1
"7069b5",1
"7069b6",1
"7069b7",1
"7069d1",1
"7069d2",1
"7069d3",1
"7069d4",1
"7069d5",1
"7069d6",1
"7069d7",1
"7069d8",1
"7070a1",1
"7070a2",1
"7070a3",1
"7070a4",1
"7070a5",1
"7070a6",1
"7070a7",1
"7070a8",1
"7070a9",1
"7070c1",1
"7070c2",1
"7072a1",1
"7072a2",1
"7072a3",1
"7072a4",1
"7073c1",1
"7073c2",1
"7151a6",1
"7151b1",1
"7151b2",1
"7151b5",1
"7151c21",1
"7151c22",1
"7151c23",1
"7151c24",1
"7151d1",1
"7152a",1
"7152d1",1
"7152d2",1
"7152d3",1
"7152d4",1
"7152d5",1
"7153a2",1
"7153b1",1
"7153b10",1
"7153b11",1
"7153b2",1
"7153b3",1
"7153b4",1
"7153b6",1
"7153b7",1
"7153b8",1
"7153b9",1
"7153c1",1
"7153c2",1
"7153c3",1
"7154d1",1
"7169b1",1
"7169b2",1
"7169b3",1
"7169b4",1
"7169b5",1
"7170c1",1
"7170c3",1
"7170c4",1
"7170d1",1
"7170d2",1
"7170d3",1
"7170d4",1
"7171a1",1
"7171a2",1
"7171a3",1
"7171b1",1
"7171b2",1
"7171c1",1
"7171c2",1
"7171d1",1
"7249a1",1
"7251c1",1
"7251c2",1
"7251c5",1
"7251c6",1
"7251c7",1
"7251c8",1
"7251d1",1
"7251d3",1
"7251d4",1
"7251d5",1
"7252a1",1
"7252b1",1
"7252b2",1
"7252b3",1
"7252b4",1
"7252b5",1
"7252b6",1
"7252b7",1
"7252d1",1
"7253a1",1
"7253a2",1
"7253a3",1
"7253a4",1
"7253a5",1
"7253a6",1
"7253a7",1
"7253a8",1
"7253c1",1
"7253c2",1
"7253c3",1
"7253c4",1
"7254a1",1
"7254a2",1
"7254a3",1
"7254a4",1
"7254b3",1
"7351b1",1
"7351b2",1
"7351c1",1
"7351c2",1
"7351c3",1
"7351c4",1
"7351c5",1
"7351c6",1
"7351c7",1
"7351c9",1
"7351d1",1
"7351d2",1
"7351d3",1
"7351d4",1
"7351d5",1
"7352b1",1
"7352b2",1
"7352b3",1
"7352c1",1
"7352d1",1
"7352d2",1
"7353c1",1
"7353c2",1
"7353c4",1
"7353d Horní Pøibraní",1
"7368b2",1
"738a65f8-477a-47a6-b7da-2c3ae9349670",1
"7451a1",1
"7451a2",1
"7451a3",1
"7451a4",1
"7451a6",1
"7451b1",1
"7451b2",1
"7451b3",1
"7452a1",1
"7452a2",1
"7452a3",1
"7452a4",1
"7452a5",1
"82a5c7f0-cfbc-4a8f-a61a-4376c19c4d82",1
"8537bf92-f5bf-46cf-90c4-ce51b340f64b",1
"Abertamy, pod Plešivcem",1
"Abertamy, stráò pod silnicí",1
"Abertamy, u Bystøice",1
"Abertamy, u Perninského rašeliništì",1
"Albrechtice",1
"Andìlská Hora",1
"Arnoldov, Plavno 1",1
"Arnoltov, pod elektrovodem",1
"Bahna",1
"Becva",1
"Benát. Vrutce - V lukách",1
"Bezdìkov pod silnicí",1
"Bezdìèín",1
"Beèov, sádky",1
"Blanice, dálnièní most",1
"Blateèky",1
"Blíevedly 1",1
"Blíevedly 2",1
"Blíevedly 3",1
"Bobrová",1
"Bohatice",1
"Bohatice, krvavcová plantá",1
"Bohatice, v zatáèce",1
"Bohdalec",1
"Bohdalov",1
"Bohdalov - Rozhraní",1
"Bohdíkov",1
"Borek u Štìdré",1
"Boreèek 1",1
"Boreèek 2",1
"Boreèek 3",1
"Borová",1
"Bory",1
"Bošíøany",1
"Bphostice",1
"Bradlo",1
"Bratkovice",1
"Bratkovice 2",1
"Bratrušov",1
"Bratøínov",1
"Brenskı mlın",1
"Brtnièka",1
"Budíkovice",1
"Buèín",1
"Bušín - údolí Líšnièky (Podhrádek)",1
"Bystøice nad Pernštejnem",1
"Bílkovice, mlın",1
"Bílkovice, mokøad",1
"Bílı potokIntravilán obce",1
"Bílı potokNeseèené záøezy koòské pastviny",1
"Bílı potokOkolí hájovny",1
"Bøezenec",1
"Chlistov - modraskova louka",1
"Chlîstov",1
"Chmelištná",1
"Chodov",1
"Cholupice",1
"Chomutov - Bezruèovo údolí",1
"Chomutov - Stráištì",1
"Chotıèany",1
"Chroboly, u Zlatého potoka",1
"ChudobaIntravilán obce",1
"Chvalšiny, Boletice Osí",1
"Chvalšiny, za farmou",1
"Chyše, pod synagogou",1
"Chyše, u pøejezdu",1
"Chınice1",1
"Chøibská Louka u Brodskıch",1
"Chøibská pod høbitovem",1
"Damice",1
"Darová, u pøívozu",1
"Dasnice",1
"Dobroèkov - Smìdeè, pod silnicí",1
"Dobøejovice",1
"Dolní Cerekev",1
"Dolní Rychnov",1
"Domamil",1
"Doubravice",1
"Drahonín",1
"Drhovy",1
"Dvorce",1
"Dáchov",1
"Dívèice",1
"Dìdkov",1
"Dìpoltovice",1
"Dìpoltovice, nad vsí",1
"Dìpoltovice, pod Bøezovım vrchem",1
"Dìpoltovice, pod zámkem",1
"Dìtøichov",1
"EVL Protivanov",1
"EVL Stradovskı rybník",1
"Fojtka, louka v obci",1
"Fojtka, u silnice",1
"Habartov, Úlabí",1
"Habrovice",1
"Habry",1
"Hadovka pod studánkou",1
"Halenkovice",1
"Hamerska prehrada",1
"Hanušovice",1
"HerborticeKvìtnatá xerotermní stráò nad è.p. 66 s hojnou saranèí vrzavou",1
"Hladov",1
"Hlavno, kosená louka",1
"Hlavno, ruderál za vsí",1
"Hora Svatého Šebestiána",1
"Hora Svatého Šebestiána II.",1
"Horní Bory",1
"Horní Libochová",1
"Hostice",1
"Hoøejany",1
"HoštejnÚdolí Bøezné, krvavec/modrásek lokálnì",1
"Hradèany - Plouènice 2",1
"Hradèany - Plouènice 3",1
"Hradèany - Plouènice 4",1
"Hranice III",1
"Hranice III - Velká Údolí",1
"Hranice III - VelkáÚdolí Splavné, aluviální louky s obìma totenovımi modrásky",1
"Hrnèíøe",1
"Hrušková, pod elektrovodem",1
"Hrádek, Pustina",1
"Hrádek, bıvalá zahrada",1
"Hrádek, pod elektrovodem, jih",1
"Hrádek, pod elektrovodem, sever",1
"Hubièkùv Luh",1
"Hutisko na Poskle",1
"Huzová",1
"Hu, louka u køiovatky",1
"Hvozdnice",1
"Hıskov1",1
"Jaromerice bad Rokytnou",1
"Jasenice",1
"Javorná u Brace",1
"Javorník",1
"JavorníkJavorník Ves, udrovaná oblast mezi potokem a tratí, krvavec/modrásek lokálnì",1
"JedlíNa Dole, komplex luk a pastvin rùznıch vodních reimù",1
"Jeníkov",1
"Jestøebí",1
"Jestøebí - louky vıchodnì 1",1
"Jestøebí - louky vıchodnì 2",1
"Jestøebíèko",1
"Jeømaò",1
"Jilove1",1
"Jindøišská",1
"Kaceøov 2",1
"KadeøínUdrovaná mokrá louèka v intravilánu obce",1
"Kamenickı Šenov",1
"KamenièkaSilnièní záøezy na èesko-polské hranici",1
"Karlovy Vary, Dvory, kosená louka",1
"Karlovy Vary, Dvory, lado",1
"Karlovy Vary, Dvory, údolíèko",1
"Karlovy Vary, letištì",1
"Kašovice",1
"Kfely",1
"Kfely u Ostrova",1
"Kfely, pod Strániskem",1
"Kfely, pod Vìtrnım dvorem",1
"Kfely, u øeky",1
"Klady Øímov",1
"Kluka 2",1
"Klínec",1
"Klíny",1
"Knìpole",1
"Kokašice",1
"Komáøí dolina",1
"Komòátka",1
"Koruna",1
"KorunaÚdolí Ospitského potoka a okolí el. trati, krvavec/modrásek lokálnì",1
"Kostelec u Jihlavy",1
"Kostelní",1
"Kostelní, k Vysokému kameni",1
"Kostelní, nad vsí",1
"Kostelní, pod vsí",1
"KováøovIntravilán obce v údolí stejnojmenného potoka, z dùvodu špatného poèasí pouze rychlé znovuovìøování starších nálezù",1
"Kozov",1
"Kozí strá?",1
"Košíky",1
"Krahulov - Stekly rybnik",1
"Kraslice, u cesty",1
"Kravaøe",1
"KrchlebyRuderální hráz Horní nádre",1
"Krásná Studánka, násep silnice",1
"Krásnı Les",1
"Krásnìves",1
"KrásnìvesVrbùv mlın, aluviální, spíše chudé totenové louky, modrásek lokálnì, øídce",1
"Kuchaøík1",1
"Kunratice u Cvikova",1
"Kunèice",1
"Kuøí",1
"Kuøívody",1
"Kvìtnov",1
"KøemaèovAluviální krvavcové/totenové louky v údolí Mírovky, modrásek lokálnì hojnı na vhodnıch plochách",1
"Køešice",1
"Køešickı potok, Drahòovice",1
"Køešickı potok, pod táborem",1
"Køišanovice",1
"Køišanovice, Benèú",1
"Køídla",1
"Køíatky",1
"LS1",1
"LS10",1
"LS11",1
"LS12",1
"LS13",1
"LS14",1
"LS15",1
"LS16",1
"LS17",1
"LS2",1
"LS3",1
"LS4",1
"LS5",1
"LS6",1
"LS7",1
"LS8",1
"LS9",1
"Lašovice1",1
"Leopoldovy Hamry",1
"Lenice",1
"Libeø",1
"Liboc",1
"Liboc, u cesty",1
"Liboc, u silnice",1
"Libouchec",1
"Lideò",1
"Litickı potok",1
"Litvínov",1
"Lobzy",1
"Loket",1
"Loket, za sídlištìm",1
"Louka u Litvínova",1
"Louky v Jeníkovì",1
"Luby",1
"Luh nad Svatavou, u øeky",1
"Luh nad Svatavou, zahrada",1
"Luková",1
"Luká, Ješov, VeselíèkoAluviální louky v údolí Javoøíèky",1
"LupìnéÚdolí PP Bøezná",1
"Lvová",1
"Lázy",1
"Líšnice",1
"Líšnı, svah proti mostu",1
"MaletínJahodnice, záøezy cest",1
"MaletínOkolí bezejmenného rybníka ve støedu obce na køiovatce, kakostovo-totenové louky a záøezy",1
"Malá Skála, Snìhov",1
"Malá Skála, sad u høbitova",1
"Malá Skála, sad u kina",1
"Malé Chvojno",1
"Malı Hrzín",1
"Malı Hrzín, sušší louka",1
"Mariánské Radèice",1
"Markvartice",1
"Martínkov - krizovatka",1
"Martínkov - pod JZD",1
"Maseèín2",1
"Mašov, za Sedleckım rybnikem",1
"Meziboøí",1
"Mezirolí, nekosená louka",1
"Mezirolí, èertkusová louka",1
"Meziøíèko",1
"Mikluvka",1
"Milíøe",1
"Milèice",1
"Mimoò",1
"Mirovice",1
"Mlınská, jih",1
"Mlınská, sever",1
"Mlınská, u Libockého potoka, jih",1
"Mnicgov, u rybníèkù",1
"Mnichov, pod Pluhovım borem",1
"Mokrá u Chyše",1
"Mordıøka1",1
"Moøíèov, pod vodárnou",1
"Moøíèov, pøíkop v patvinì",1
"Mraè",1
"Mysloèovice",1
"Myslín",1
"Málkov",1
"Míkovice",1
"MírovÚdolí Mírovky, krvavec/modrásek v podstatì plošnì v aluviích podél komunikace",1
"Místo",1
"Mìchov, u Otroèínského potoka",1
"Mìsteèko u Chotıšan",1
"Mìsteèko, osada Albatros",1
"NPP Hrabanovská èernava - jih",1
"NPP Hrabanovská èernava - sever",1
"Na cestì za Luèinou",1
"Nad Køepelákem",1
"Nadlesí",1
"Nadlesí, pod elektrovodem",1
"Nadlesí, sušší stráò",1
"Naháè u Svaté Maø?",1
"Nechánice1",1
"Nectava",1
"Nedachlebice",1
"Neszrašovice",1
"Nezabudice1",1
"Nová Pec, u døevoskladu",1
"Nová Teplice",1
"Nová Ves nad Lunicí",1
"Nová Ves u Podboøan",1
"Nová Ves u Podboøan, západ",1
"Nová Ves u Podboøanského Rohozce",1
"Nová Ves, u Kyselky",1
"Nové Mìsto u Jáchymova",1
"Nové OldøùvkyZarùstající luní louky v povodí Odry uvnitø VVP",1
"Nové Sedlo",1
"Nové Veselí",1
"Novı Maletín",1
"Novı MaletínÚdolí Mírovky, krvavec/modrásek v podstatì plošnì v aluviích podél komunikace",1
"Novı Rychnov",1
"Nákøí",1
"Nárameè - Topol",1
"Obyètov",1
"Odeø, k Hroznìtínu",1
"Odeø, kosená louka u cesty",1
"Odeø, mokøad",1
"Odeø, pøíkop",1
"Odolenovice",1
"Okrouhlo",1
"Okøešice",1
"Oleško",1
"Olšina, louka mezi èp. 27 a tratí",1
"Omice",1
"Opatov",1
"Opatov - Hutì",1
"Oslava - pod obci",1
"Otovice, Na Vleèce",1
"Otradivice - EVL 1",1
"Otradivice - EVL 2",1
"Otradivice - EVL 3",1
"Otradivice - EVL 5",1
"PP Horní Malše",1
"PP Hoøeèková louka na Pile",1
"PP Kosatcová louka",1
"PP Louka vstavaèù u Èernıše",1
"PP Na Novém rybníce",1
"PR Starı rybník",1
"PR Svìtlá",1
"Pachenkov",1
"Padochov",1
"Partutovice",1
"Pazderna",1
"Pdtrosecká údolí, Krèák",1
"Pertoltice",1
"Pestøice, hranièní potok",1
"Pestøice, k Lipnu",1
"Petrušov",1
"PetrušovPetrušovské a slovácké údolí - kvìtnaté s vhodnım aktivním managementem, více lokalit, modrásek lokální, krvavec témìø plošnı vıskyt",1
"Petøíkov",1
"Pikárec",1
"Pod Kolní strání",1
"Pod Skøípinou",1
"Podlesí",1
"Podmoky",1
"Podmraèí",1
"Pohoøí na Šumavì",1
"Polom",1
"PolomIntravilán obce - údolí Luhy, kvìtnaté kakostové/totenové louky, modrásci ostrùvkovitì",1
"Popovice",1
"Pouštì",1
"Poèátky",1
"Poèátky, sever",1
"Poøíèany",1
"Pp Na Oburce",1
"Prachatice, odboèka na Lázné sv. Markéty",1
"Prachatice, pod Lipovım dvorem",1
"Prameny, pøíkop",1
"Prameny, pøíkop u Upolínové louky",1
"Prameny, pøíkop u silnice o Mnichovu",1
"Pribram hrbitov",1
"Prmen, pod Køíky",1
"Prostøední Lánov, louka",1
"Protivec, u pøejezdu",1
"Ptacov",1
"Puklice",1
"Pustovìty1",1
"Pyšely",1
"Písnice",1
"Pøebuz, bıv. Mlınské chalupy",1
"Pøílezy",1
"Pøíseka",1
"Rabynì",1
"Radostice",1
"Rakovník1",1
"Rašeliništì Borková, jiní èást u Lipna",1
"Raškov",1
"Roblín1",1
"Roblín2",1
"Ronov",1
"Rosnice",1
"Rosnice, kosená louka",1
"Rotava, u lomu",1
"Roná",1
"Rudolice v Horách",1
"Rudíkov",1
"Rybníky",1
"Rybníky u Nového Mìsta na Moravì",1
"Rybáøe, Na Šlemu",1
"Rychnov nad Malší",1
"Ráj",1
"Sadov",1
"Sadská - osada 1",1
"Sadská - osada 2",1
"Sedlec, u zahrádek",1
"Seè - Kamenna obec",1
"Sirákovice",1
"Sklené",1
"Skochovice",1
"Smilov",1
"Snìná, u cesty",1
"Sobìšín",1
"Spìlov",1
"Srbsko1",1
"Srní, k Hrzínu",1
"Stará Chodovská",1
"Stará Role, pøíkop",1
"Stará Role, ruderál",1
"Stará Voda",1
"Staré Sedlo, pod elektrovodem",1
"Staré Sedlo, za statkem",1
"Staøeè",1
"Strahov",1
"Stranné",1
"Stráek",1
"Studnice",1
"Svate Pole",1
"Svatobor",1
"Svatá1",1
"Svatá3",1
"Svatá4",1
"Svìtlá - Jasánky",1
"Sytno - louka v zástavbì",1
"Sítiny",1
"Sítiny, u rybníka",1
"Tasov",1
"Tichá",1
"Touim, u trafostanice",1
"Traplice",1
"Trebíè - niva",1
"Trhonín, u Naháèe, chaty",1
"Trubská1",1
"Tvrdkov",1
"Tøemblat",1
"Tøemošnice",1
"U Bahòáèku",1
"Ujèov",1
"Vajeèník",1
"Valtéøov, Zálubí",1
"Valšùv DùlKrvavcová údolní louka (poslední v údolí)",1
"Velešín u Fontánky",1
"Velké Popovice",1
"Velkı Rybník, pøíkop",1
"Verneøice",1
"Vestec",1
"Veveøí",1
"Vicemile u Vimperka",1
"Vilemov Toèice",1
"Vilsnice",1
"Vintíøov, k Chodovu",1
"Vintíøov, samoty",1
"Vintíøov, u cesty",1
"Vlkaneè",1
"Vlkov u Drahotìšic",1
"Vodìrádky",1
"Vojtíškov",1
"Volary, Vraništ? jih",1
"Volákùv kopec",1
"Vranov",1
"Vranová & Hranièky",1
"Vrch u Srní",1
"Vrchlabí Vejsplachy, louka u potoka",1
"Vrzanov",1
"Vílanec",1
"Víska 1",1
"Víska 2",1
"Vítkov - u trati 2",1
"Vítkov u Sokolova, pøíkop",1
"Vìchnov",1
"Za Svatoborem",1
"Zahoøany",1
"Zaluany",1
"Zbıšov",1
"Zdimìøice",1
"Zlatkov",1
"Zrcadlová Koza, louka",1
"Záhoøice, pod tratí",1
"Záhoøice, u zastávky",1
"Záhoøí",1
"Záhoøí, SV èast  kopce S o.",1
"Záhoøín",1
"Zámeckı park Vinaøe",1
"a845c8a3-402d-42c8-bdca-a148f5e9f1e0",1
"b0c0f9ce-9765-4cf9-938f-f4f9cd2ae655",1
"b7fe2229-6762-45b8-81b0-da00bd029c2f",1
