PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
1;52329385;Phengaris teleius;modrásek oèkovanı;Motıli;John Václav;20130724;20130724;;8241397;Záryby;5753;Kostelec nad Labem;-727405;-1028669;JOHN V. (2020) Starší nálezy denních a noèních motılù.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;John Václav;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;0;20211218
2;51980559;Phengaris teleius;modrásek oèkovanı;Motıli;Mückstein Petr;20150101;20151231;;8232667;Krouna;6262;Krouna;-633204;-1096138;MÜCKSTEIN P. (2021) Terénní zápisky - náhodná pozorování.;0;;0;jedinci;;;;;;0;plošnı vıskyt druhu, metapopulace;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mückstein Petr;0;vìrohodnı záznam;;Návrh validace;;SO;HD II, HD IV;VU;;;;555;20211206
3;51942336;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180714;20180714;;8207650;Olivìtín_Benešov_inventarizace_motıli;5364;Benešov u Broumova;-600175;-1002274;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5364c - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;;0;jedinci;1-10;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;922;20211121
4;51942242;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20170714;20170714;;8207620;Jetøichov_inventarizace_motıli;5463;Jetøichov;-606178;-1002990;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5463b - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;;0;jedinci;vzácnì;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;434;20211121
5;51942158;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180714;20180714;;8207593;Hlavòov_Hony_inventarizace_motıli;5463;Hlavòov;-606560;-1007208;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5463b - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;;0;jedinci;roztroušenì;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;867;20211121
6;51899587;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199423;Hynèice_5_monitoring_modrásci;5363;Hynèice u Broumova;-603332;-1000325;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;231;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;137;20211108
7;51899585;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199421;Hynèice_4_monitoring_modrásci;5363;Heømánkovice;-602426;-1001148;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;11;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;106;20211108
8;51899581;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199416;Hynèice_3_monitoring_modrásci;5363;Heømánkovice;-602771;-1001044;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;241;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;177;20211108
9;51899560;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199411;Hynèice_2_monitoring_modrásci;5363;Heømánkovice;-602096;-1001360;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;84;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;256;20211108
10;51899523;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199399;Hynèice_1_monitoring_modrásci;5363;Hynèice u Broumova;-603591;-1000006;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;47;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;116;20211108
11;51899520;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199396;Ruprechtice_4_monitoring_modrásci;5363;Jetøichov;-604995;-1000211;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;96;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;104;20211108
12;51899516;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199392;Ruprechtice_3_monitoring_modrásci;5363;Ruprechtice u Broumova;-604778;-1000039;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;11;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;73;20211108
13;51899507;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199387;Ruprechtice_2_monitoring_modrásci;5363;Ruprechtice u Broumova;-604885;-999612;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;269;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;185;20211108
14;51899505;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199385;Ruprechtice_1_monitoring_modrásci;5363;Ruprechtice u Broumova;-605528;-998708;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;62;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;57;20211108
15;51899494;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180805;20180805;;8199051;Hynèice_Heømánkovice_inventarizace_motıli;5363;Heømánkovice;-602684;-1000820;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;2;0;jedinci;ojedinìle;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;835;20211108
