PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;METOD_SB;POKRYVN;PATROVITOST;FENOFAZE;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
12;65356346;Phengaris teleius;modrásek oèkovanı;Motıli;Hanè Zdenìk;20240712;20240712;;12692319;KÚ: Tøebovice u Èeského Krumlova;7151;Tøebovice u Èeského Krumlova;-779441.7;-1173509.11;Kolektiv autorù (2024) Data EBMS.;0;2;0;jedinci;;;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù motılù;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;SO;HD II, HD IV;VU;;;;1;20251023
13;65297016;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671936;7071a2;7071;Dolní Nìmèí;-531666.08;-1192166.93;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: absence èi nedostatek péèe, sukcese, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
14;65297014;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671981;7071b3;7071;Horní Nìmèí;-527695.97;-1194876.53;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;pøíkop, zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: absence èi nedostatek péèe, sukcese, Perspektiva lokality: neznámá, Pøítomnost rostlin: ádné;;;1;20251009
15;65297012;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230719;20230719;;12671790;Hradèany - Plouènice 4;5354;Hradèany nad Plouènicí;-715065.96;-986442.1;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: hromadìní organického materiálu, eutrofizace èi okyselování, absence èi nedostatek péèe, Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
16;65296997;Phengaris teleius;modrásek oèkovanı;Motıli;Waldhauser Martin;20240807;20240807;;12671166;Chøibská Louka u Brodskıch;5152;Dolní Chøibská;-727188.05;-957698.03;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: dominantnì;;;1;20251009
17;65296993;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240725;20240725;;12671854;6563a3;6563;Blakov;-625605.55;-1127265.55;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: dobrá, Pøítomnost rostlin: jednotlivì;;;1;20251009
18;65296964;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12672021;7071a1;7071;Hluk;-534860.33;-1191351.56;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: sukcese, Perspektiva lokality: špatná, Pøítomnost rostlin: ádné;;;1;20251009
19;65296961;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230714;20230714;;12671027;Milèice;5855;Milèice u Peèek;-703391.81;-1046107.59;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ano, vliv: abiotické pøírodní procesy (eroze, zanášení, vysychání apod.), Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
20;65296958;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230727;20230727;;12671411;Boreèek 3;5354;Hradèany nad Plouènicí;-713588.52;-986066.73;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: hromadìní organického materiálu, eutrofizace èi okyselování, absence èi nedostatek péèe, sukcese, Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
21;65296956;Phengaris teleius;modrásek oèkovanı;Motıli;Petr Máslo;20230803;20230803;;12671157;Srbská Kamenice;5152;Srbská Kamenice;-736501.01;-961935.93;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: absence èi nedostatek péèe, sukcese, hromadìní organického materiálu, eutrofizace èi okyselování, Perspektiva lokality: špatná, Pøítomnost rostlin: ádné;;;1;20251009
22;65296953;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230714;20230714;;12671918;Sojovice;5754;Skorkov;-717395.38;-1031132.68;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem, pøíkop, zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: abiotické pøírodní procesy (eroze, zanášení, vysychání apod.), zmìna zemìdìlského vyuívání pùdy a terénní úpravy, nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Pøítomnost rostlin: ádné;;;1;20251009
23;65296946;Phengaris teleius;modrásek oèkovanı;Motıli;Petr Máslo;20230803;20230803;;12671678;Markvartice;5252;Markvartice u Dìèína;-737209.03;-966971.72;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: sukcese, hromadìní organického materiálu, Perspektiva lokality: špatná, Pøítomnost rostlin: ádné;;;1;20251009
24;65296943;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671202;7071b1;7071;Dolní Nìmèí;-529110.19;-1193662.7;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;okraj vodní plochy;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: zalesòování bezlesí, Perspektiva lokality: neznámá, Pøítomnost rostlin: ádné;;;1;20251009
25;65296940;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240725;20240725;;12670971;6563c6;6562;Bojanov u Dolní Libochové;-627529.84;-1133889.67;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
26;65296933;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230713;20230713;;12671170;Boreèek 2;5354;Boreèek;-713730.14;-985749.09;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: hromadìní organického materiálu, eutrofizace èi okyselování, absence èi nedostatek péèe, Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
27;65296921;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240725;20240725;;12671277;6563d1;6563;Bor u Nedvìdice;-619242.64;-1131748.43;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: hojnì;;;1;20251009
28;65296920;Phengaris teleius;modrásek oèkovanı;Motıli;Michal Zapletal;20240808;20240808;;12670927;6771c2;6771;Kvítkovice u Otrokovic;-530097.84;-1166478.68;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;okraj vodní plochy;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
29;65296917;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671237;7072a7;7072;Nezdenice;-517424.59;-1191311.26;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
30;65296914;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240723;20240723;;12671313;7070d2;7070;Lipov;-540246.07;-1199223.77;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;okraj vodní plochy, zarùstající louka bez managementu;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: absence èi nedostatek péèe, sukcese, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
31;65296913;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671927;7072a3;7072;Suchá Loz;-523027.03;-1194720.13;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: jednotlivì;;;1;20251009
32;65296907;Phengaris teleius;modrásek oèkovanı;Motıli;Petr Máslo;20230803;20230803;;12671953;Kerhartice;5252;Kerhartice;-733685.58;-969368.3;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ano, vliv: ádnı vliv, Perspektiva lokality: neznámá, Pøítomnost rostlin: ádné;;;1;20251009
33;65296893;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671637;7071a4;7071;Hluk;-532656.73;-1193273.56;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem, pøíkop;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
34;65296874;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240725;20240725;;12671725;6563a5;6563;Dolní Rozsíèka;-625219.18;-1127871.54;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem, okraj vodní plochy;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: dobrá, Pøítomnost rostlin: jednotlivì;;;1;20251009
35;65296873;Phengaris teleius;modrásek oèkovanı;Motıli;Lucie Hrùzová;20230721;20230721;;12671601;5949d;5949;Raèice nad Berounkou;-777994.2;-1045442.49;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Pøítomnost rostlin: ádné;;;1;20251009
36;65296864;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240724;20240724;;12671388;7069b1;7069;Moravskı Písek;-547969.52;-1190368.83;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: hojnì;;;1;20251009
37;65296849;Phengaris teleius;modrásek oèkovanı;Motıli;michal.forejt;20240808;20240808;;12671112;Vilsnice;5250;Stará Bohynì;-751787.25;-968108.01;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Pøítomnost rostlin: jednotlivì;;;1;20251009
38;65296838;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20230729;20230729;;12671123;5866c1;5866;Prostøední Lipka;-577469.87;-1061310.76;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: jednotlivì;;;1;20251009
39;65296830;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240723;20240723;;12671900;7070d6;7070;Blatnice pod Svatım Antonínkem;-536572.71;-1195628.08;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;pøíkop, TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: sukcese, ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
40;65296826;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671759;7071b5;7071;Nivnice;-525466.89;-1192807.6;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;okraj vodní plochy, TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
41;65296823;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230714;20230714;;12671746;Sadská - osada 2;5855;Sadská;-705519.32;-1041343.93;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ano, vliv: abiotické pøírodní procesy (eroze, zanášení, vysychání apod.), Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
42;65296819;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230714;20230714;;12671217;Poøíèany;5855;Hoøany u Poøíèan;-705746.53;-1045627.94;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
43;65296816;Phengaris teleius;modrásek oèkovanı;Motıli;Petr Máslo;20230803;20230803;;12671295;Kerhartice;5252;Kerhartice;-733704.04;-968474.09;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Pøítomnost rostlin: ádné;;;1;20251009
44;65296815;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240725;20240725;;12671415;6563c4;6563;Radkov u Moravce;-627060.56;-1131754.1;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem, pøíkop;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
45;65296814;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230728;20230728;;12671370;Otradivice - EVL 1;5754;Sojovice;-717842.15;-1033744.63;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ano, vliv: abiotické pøírodní procesy (eroze, zanášení, vysychání apod.), zmìna zemìdìlského vyuívání pùdy a terénní úpravy, hromadìní organického materiálu, jinı vliv: sucho, Perspektiva lokality: špatná, Pøítomnost rostlin: jednotlivì;;;1;20251009
46;65296792;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230721;20230721;;12671758;Blateèky;5553;Tubo;-724587.6;-999953.93;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
47;65296790;Phengaris teleius;modrásek oèkovanı;Motıli;Slavomír Valda;20230714;20230714;;12671788;Sadská - osada 1;5855;Sadská;-704638.22;-1042133.47;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: abiotické pøírodní procesy (eroze, zanášení, vysychání apod.), Perspektiva lokality: neznámá, Pøítomnost rostlin: jednotlivì;;;1;20251009
48;65296789;Phengaris teleius;modrásek oèkovanı;Motıli;Hrnèíø Jan;20240721;20240721;;12671834;7071a5;7071;Hluk;-532293.42;-1193966.88;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem, pøíkop;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ne, vliv: ádnı vliv, Perspektiva lokality: dobrá, Pøítomnost rostlin: ádné;;;1;20251009
49;65296786;Phengaris teleius;modrásek oèkovanı;Motıli;Lucie Hrùzová;20230804;20230804;;12671118;6048d;6048;Broumy;-787882.07;-1052344.17;Kolektiv autorù (2022) Monitoring motılù.;1;;0;;;;;;;;;0;;;TTP s pravidelnım managementem;;Monitoring druhù ÈR;Monitoring druhù ÈR;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ne, Seè celoplošná: ano, vliv: nevhodná seè (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Pøítomnost rostlin: jednotlivì;;;1;20251009
