"BIOTOP","AREA","mean_area","median_area","COUNT"
"-1",23.3046905512473,1447.49630753089,17.687709230464,161
"T1.1",0.0621940295639593,27.0408824191127,0,23
"T1.9",0.0361613187449868,32.8739261318062,0,11
"T1.6",0,0,0,2
"T3.4D",0.000399775159545242,1.99887579772621,1.99887579772621,2
"R2.1",0,0,0,1
"T1.2",0.182251294507482,1822.51294507482,1822.51294507482,1
"T2.3B",0,0,0,1
