PORADI,ID_NALEZ,DRUH,CESKE_JMENO,KAT_TAX,AUTOR,DATUM_OD,DATUM_DO,CAS,ID_LOKAL,NAZ_LOKAL,SITMAP,KATASTR,X,Y,ZDROJ,NEGATIV,POCET,ODHAD,POCITANO,REL_POC,METOD_SB,POKRYVN,PATROVITOST,FENOFAZE,KODHN,ETOLOGIE,KOMPLETNI_SEZNAM,POZNAMKA,UMIST_NAL,POP_BIOT,TAX_POZN,PROJEKT,DAT_SADA,ZAPSAL,VEROH,VALIDACE,VAL_POZN,GARANCE,GAR_POZN,VYHLASKA,EVD,REDLIST,STRUKT_POZN,CXLOKAL_POZN,CXLOKAL_Z,CXPRESNOST,DATI_INSERT,DATI_UPDATE,UPDATOR,KOD,ALP,ATL,BLS,BOR,CON,MAC,MED,PAN,STE,MATL,MBAL,MBLS,MMAC,MMED,REGION_CHK,CNTRY_CHK,row_n,range_Pnau,range_Ptel,range_both,IMPUTED
348,65296549,Phengaris nausithous,modrásek bahenní,Motýli,Lucie Hrůzová,20220728,20220728,NA,12671375,6051b,6051,Roblín,-75649004,-105513342,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, vliv: žádný vliv, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
433,65296431,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20240725,20240725,NA,12671645,Roblín2,6051,Roblín,-7576666,-10547772,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, vliv: nevhodná seč (vysoká intenzita, termín apod.), sukcese, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
444,65296409,Phengaris nausithous,modrásek bahenní,Motýli,Jiří Švarc,20240723,20240723,NA,12671018,5951d2,5951,Tachlovice,-7557604,-105096185,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, vliv: žádný vliv, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
455,65296392,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20240725,20240725,NA,12671416,Chýnice1,6051,Dobříč u Prahy,-75506377,-105133018,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"vliv: expanzní druhy (mimo invazních), sukcese, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
647,65296107,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20240725,20240725,NA,12671728,Kuchařík1,6051,Roblín,-7570453,-105349507,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"vliv: expanzní druhy (mimo invazních), Perspektiva lokality: neznámá, Přítomnost rostlin: hojně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
664,65296076,Phengaris nausithous,modrásek bahenní,Motýli,Lucie Hrůzová,20220727,20220727,NA,12671923,6051a,6051,Roblín,-75770862,-10547906,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, vliv: nevhodná seč (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Přítomnost rostlin: žádné",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
772,64098442,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20240725,20240725,NA,11947164,Roblín1,6051,Roblín,-75645729,-105507017,Kolektiv autorů (2022) Monitoring motýlů.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Poměr pohlaví: 0:1, vliv: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: hojně",NA,NA,1,20250515,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
5842,49920260,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200806,20200806,NA,7587629,5951c2,5951,Mezouň,-75943636,-104968633,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 2:0,NA,"TTP s pravidelným managementem,zarůstající louka bez managementu,příkop u komunikace",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: hojně, Perspektiva lokality: dobrá",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
5843,49920259,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200806,20200806,NA,7587628,5951c1,5951,Nučice u Rudné,-76087799,-104935637,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:0,NA,zarůstající louka bez managementu,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: hojně, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: hromadění organického materiálu (stařiny),vývoj biocenózy, sukcese všeobecně",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,313,1,NA,1,FALSE
506,65296310,Phengaris nausithous,modrásek bahenní,Motýli,Jiří Švarc,20230809,20230809,NA,12671989,5952d2,5952,Kamýk,-742398,-105183924,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"TTP s pravidelným managementem, příkop",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"vliv: zalesňování bezlesí, sukcese, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,314,1,NA,1,FALSE
611,65296165,Phengaris nausithous,modrásek bahenní,Motýli,Jiří Švarc,20230809,20230809,NA,12671068,5952d1,5952,Kamýk,-74397607,-105071326,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"vliv: sukcese, Perspektiva lokality: neznámá, Přítomnost rostlin: hojně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,314,1,NA,1,FALSE
5841,49920261,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200812,20200812,NA,7587630,5952d1,5952,Kamýk,-74398655,-105065268,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: hojně, Perspektiva lokality: dobrá",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,314,1,NA,1,FALSE
79,65296972,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230730,20230730,NA,12671248,Hrnčíře,6053,Šeberov,-7377058,-105354881,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, vliv: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: dominantně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
120,65296904,Phengaris nausithous,modrásek bahenní,Motýli,Jiří Švarc,20230809,20230809,NA,12671956,5952d3,5952,Libuš,-74173347,-105243108,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, vliv: abiotické přírodní procesy (eroze, zanášení, vysychání apod.), Perspektiva lokality: špatná, Přítomnost rostlin: žádné",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
271,65296674,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230719,20230719,NA,12671338,Cholupice,6052,Cholupice,-74187804,-10541674,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, vliv: nevhodná seč (vysoká intenzita, termín apod.), Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
294,65296635,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230719,20230719,NA,12671258,Písnice,6052,Písnice,-74012542,-105417514,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, vliv: nevhodná seč (vysoká intenzita, termín apod.), Perspektiva lokality: dobrá, Přítomnost rostlin: hojně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
321,65296594,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230719,20230719,NA,12671847,Písnice,6052,Kunratice,-74015855,-105346419,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"zarůstající louka bez managementu, TTP s pravidelným managementem",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ne, vliv: nevhodná seč (vysoká intenzita, termín apod.), sukcese, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
421,65296450,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230810,20230810,NA,12671310,Dobřejovice,6053,Dobřejovice,-73269758,-105580655,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"zarůstající louka bez managementu, TTP s pravidelným managementem",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, vliv: žádný vliv, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
649,65296103,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230730,20230730,NA,12671529,Vestec,6053,Vestec u Prahy,-73792536,-105535766,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, vliv: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: hojně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
680,65296054,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230730,20230730,NA,12671849,Zdiměřice,6053,Zdiměřice u Prahy,-73706539,-105626037,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, vliv: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: dominantně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
5766,49920345,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200814,20200814,NA,7587710,6053a1,6053,Dobřejovice,-73302035,-105568734,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: dobrá",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
5839,49920263,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200814,20200814,NA,7587632,6052b2,6052,Písnice,-74104178,-105488387,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,Brzká seč,NA,"TTP s pravidelným managementem,jiný, Příkop",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení,vývoj biocenózy, sukcese všeobecně",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
5840,49920262,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200814,20200814,NA,7587631,6052b1,6052,Písnice,-74041797,-105424925,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"TTP s pravidelným managementem,jiný, Příkop",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: dobrá, Negativní vlivy na lokalitě: vývoj biocenózy, sukcese všeobecně",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,315,1,NA,1,FALSE
191,65296795,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230810,20230810,NA,12672035,Doubravice,6053,Modletice u Dobřejovic,-73138914,-105772203,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, vliv: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: hojně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
623,65296146,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230810,20230810,NA,12671095,Petříkov,6053,Petříkov u Velkých Popovic,-73169923,-106240442,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"TTP s pravidelným managementem, zarůstající louka bez managementu, okraj vodní plochy",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, vliv: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: hojně",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
1630,57615893,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230810,20230810,NA,9628813,Kašovice,6053,Předboř u Prahy,-72975957,-106090569,Kolektiv autorů (2022) Monitoring motýlů.,0,6,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"TTP s pravidelným managementem, příkop",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Poměr pohlaví: 2:4, Seč vhodně načasovaná: ano, Seč celoplošná: ano, Negativní vlivy na lokalitě: žádný vliv, Perspektiva lokality: dobrá, Přítomnost rostlin: jednotlivě",NA,NA,1,20240129,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
1688,57615716,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20230810,20230810,NA,9628828,Voděrádky,6053,Voděrádky,-72892271,-105750019,Kolektiv autorů (2022) Monitoring motýlů.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"příkop, zarůstající louka bez managementu",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Poměr pohlaví: 0:1, Negativní vlivy na lokalitě: absence či nedostatek péče, Perspektiva lokality: neznámá, Přítomnost rostlin: hojně",NA,NA,1,20240129,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
3520,52919323,Phengaris nausithous,modrásek bahenní,Motýli,Švarc Jiří,20210813,20210813,NA,8574595,5953d1,5953,Benice,-73142422,-105253331,Kolektiv autorů (2021) Monitoring motýlů. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,zarůstající louka bez managementu,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Přítomnost rostlin: jednotlivě, Negativní vlivy na lokalitě: nevhodná seč (vysoká intenzita, termín apod.),abiotické přírodní procesy (eroze, zanášení, vysychání apod.),eutrofizace či okyselování,expanzní druhy (mimo invazních), Perspektiva lokality: špatná",NA,NA,22,20220701,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
3759,52919031,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20210812,20210812,NA,8574303,5954c1,5954,Babice,-72255875,-105535361,Kolektiv autorů (2021) Monitoring motýlů. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, Přítomnost rostlin: hojně, Negativní vlivy na lokalitě: žádný vliv, Perspektiva lokality: neznámá",NA,NA,23,20220701,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
5279,50258129,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20200807,20200807,NA,7774851,6054a1,6054,Tehov u Říčan,-72394608,-105676445,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,zarůstající louka bez managementu,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: vývoj biocenózy, sukcese všeobecně",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
5280,50258127,Phengaris nausithous,modrásek bahenní,Motýli,Ričl David,20200807,20200807,NA,7774850,6054a2,6054,Všestary u Říčan,-72465542,-106034535,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
5765,49920346,Phengaris nausithous,modrásek bahenní,Motýli,Dvořák Josef,20200814,20200814,NA,7587711,6053b1,6053,Svojšovice,-72801641,-10596794,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: hojně, Perspektiva lokality: dobrá",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,316,1,NA,1,FALSE
3521,52919322,Phengaris nausithous,modrásek bahenní,Motýli,Švarc Jiří,20210813,20210813,NA,8574594,6054b1,6054,Srbín,-72084783,-105705328,Kolektiv autorů (2021) Monitoring motýlů. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Přítomnost rostlin: dominantně, Negativní vlivy na lokalitě: žádný vliv, Perspektiva lokality: neznámá",NA,NA,72,20220701,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,317,1,NA,1,FALSE
3522,52919321,Phengaris nausithous,modrásek bahenní,Motýli,Švarc Jiří,20210813,20210813,NA,8574593,6055c5,6054,Hradec u Stříbrné Skalice,-71599355,-106456674,Kolektiv autorů (2021) Monitoring motýlů. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, Přítomnost rostlin: jednotlivě, Negativní vlivy na lokalitě: nevhodná pastva (vysoká intenzita, termín apod.), Perspektiva lokality: špatná",NA,NA,50,20220701,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,317,1,NA,1,FALSE
3523,52919320,Phengaris nausithous,modrásek bahenní,Motýli,Švarc Jiří,20210813,20210813,NA,8574592,6055c4,6055,Konojedy,-71395088,-106358708,Kolektiv autorů (2021) Monitoring motýlů. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,příkop,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Přítomnost rostlin: jednotlivě, Negativní vlivy na lokalitě: žádný vliv, Perspektiva lokality: neznámá",NA,NA,22,20220701,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,317,1,NA,1,FALSE
