ID_LOKAL,DRUH,PA_TYPE
7543539,Phengaris nausithous,EVL_any
7543537,Phengaris nausithous,EVL_any
7543535,Phengaris nausithous,EVL_any
7543534,Phengaris nausithous,EVL_any
7543533,Phengaris nausithous,EVL_any
7543532,Phengaris nausithous,EVL_any
7543408,Phengaris nausithous,EVL_any
7543407,Phengaris nausithous,EVL_any
7543505,Phengaris nausithous,EVL_any
7542584,Phengaris nausithous,EVL_any
7538270,Phengaris nausithous,EVL_any
7538269,Phengaris nausithous,EVL_any
7538216,Phengaris nausithous,EVL_any
7537604,Phengaris nausithous,EVL_any
7537599,Phengaris nausithous,EVL_any
7537596,Phengaris nausithous,EVL_any
7537574,Phengaris nausithous,EVL_any
7535755,Phengaris nausithous,EVL_any
7535754,Phengaris nausithous,EVL_any
7535753,Phengaris nausithous,EVL_any
7535752,Phengaris nausithous,EVL_any
7535751,Phengaris nausithous,EVL_any
7535750,Phengaris nausithous,EVL_any
7535749,Phengaris nausithous,EVL_any
7535569,Phengaris nausithous,EVL_any
7535568,Phengaris nausithous,EVL_any
7187347,Phengaris nausithous,EVL_any
7187346,Phengaris nausithous,EVL_any
7187345,Phengaris nausithous,EVL_any
7774885,Phengaris teleius,EVL_any
7774884,Phengaris teleius,EVL_any
10142219,Phengaris teleius,EVL_any
12671462,Phengaris nausithous,EVL_any
12672064,Phengaris nausithous,EVL_any
12671680,Phengaris teleius,EVL_any
12671635,Phengaris teleius,EVL_any
12670952,Phengaris nausithous,EVL_any
9634067,Phengaris nausithous,EVL_any
9634067,Phengaris nausithous,EVL_any
9634065,Phengaris nausithous,EVL_any
8725623,Phengaris nausithous,EVL_any
8725618,Phengaris nausithous,EVL_any
8725621,Phengaris nausithous,EVL_any
8725627,Phengaris nausithous,EVL_any
12671909,Phengaris teleius,EVL_any
9634067,Phengaris teleius,EVL_any
9634067,Phengaris teleius,EVL_any
9634064,Phengaris teleius,EVL_any
9634061,Phengaris teleius,EVL_any
8725619,Phengaris teleius,EVL_any
8725622,Phengaris teleius,EVL_any
8725624,Phengaris teleius,EVL_any
8725629,Phengaris teleius,EVL_any
7775037,Phengaris nausithous,EVL_any
7775037,Phengaris teleius,EVL_any
12671015,Phengaris nausithous,EVL_any
12671616,Phengaris teleius,EVL_any
8574497,Phengaris nausithous,EVL_any
8121640,Phengaris nausithous,EVL_any
8121639,Phengaris nausithous,EVL_any
8574512,Phengaris nausithous,EVL_any
8796014,Phengaris nausithous,EVL_any
8606990,Phengaris nausithous,EVL_any
8574615,Phengaris nausithous,EVL_any
8574614,Phengaris nausithous,EVL_any
10780819,Phengaris nausithous,EVL_any
10254090,Phengaris nausithous,EVL_any
10094137,Phengaris nausithous,EVL_any
10094136,Phengaris nausithous,EVL_any
10094135,Phengaris nausithous,EVL_any
10094133,Phengaris nausithous,EVL_any
10094130,Phengaris nausithous,EVL_any
10083254,Phengaris nausithous,EVL_any
10083252,Phengaris nausithous,EVL_any
10083264,Phengaris nausithous,EVL_any
9628710,Phengaris nausithous,EVL_any
7627936,Phengaris nausithous,EVL_any
7627893,Phengaris nausithous,EVL_any
7627932,Phengaris nausithous,EVL_any
9536256,Phengaris nausithous,EVL_any
9536254,Phengaris nausithous,EVL_any
9535886,Phengaris nausithous,EVL_any
9383232,Phengaris nausithous,EVL_any
9380467,Phengaris nausithous,EVL_any
9380438,Phengaris nausithous,EVL_any
9380382,Phengaris nausithous,EVL_any
9380380,Phengaris nausithous,EVL_any
9357654,Phengaris nausithous,EVL_any
7627893,Phengaris nausithous,EVL_any
7627932,Phengaris nausithous,EVL_any
7627936,Phengaris nausithous,EVL_any
7627936,Phengaris nausithous,EVL_any
7627932,Phengaris nausithous,EVL_any
7627893,Phengaris nausithous,EVL_any
7536842,Phengaris nausithous,EVL_any
7528457,Phengaris nausithous,EVL_any
7187757,Phengaris nausithous,EVL_any
7187723,Phengaris nausithous,EVL_any
7187717,Phengaris nausithous,EVL_any
7187296,Phengaris nausithous,EVL_any
7187145,Phengaris nausithous,EVL_any
7187145,Phengaris nausithous,EVL_any
7187144,Phengaris nausithous,EVL_any
7187143,Phengaris nausithous,EVL_any
7187143,Phengaris nausithous,EVL_any
7187007,Phengaris nausithous,EVL_any
7162519,Phengaris nausithous,EVL_any
7083667,Phengaris nausithous,EVL_any
7081806,Phengaris nausithous,EVL_any
7034885,Phengaris nausithous,EVL_any
12670947,Phengaris nausithous,EVL_any
12671082,Phengaris nausithous,EVL_any
12671736,Phengaris nausithous,EVL_any
9628787,Phengaris nausithous,EVL_any
9628783,Phengaris nausithous,EVL_any
9628791,Phengaris nausithous,EVL_any
8654080,Phengaris nausithous,EVL_any
8654078,Phengaris nausithous,EVL_any
8654077,Phengaris nausithous,EVL_any
8654075,Phengaris nausithous,EVL_any
8103568,Phengaris nausithous,EVL_any
7597569,Phengaris nausithous,EVL_any
7528658,Phengaris nausithous,EVL_any
7528657,Phengaris nausithous,EVL_any
7528657,Phengaris nausithous,EVL_any
7528656,Phengaris nausithous,EVL_any
7528652,Phengaris nausithous,EVL_any
7034848,Phengaris nausithous,EVL_any
7034876,Phengaris nausithous,EVL_any
7034875,Phengaris nausithous,EVL_any
7034874,Phengaris nausithous,EVL_any
7034873,Phengaris nausithous,EVL_any
7034266,Phengaris nausithous,EVL_any
7034276,Phengaris nausithous,EVL_any
7034270,Phengaris nausithous,EVL_any
7034271,Phengaris nausithous,EVL_any
7034270,Phengaris nausithous,EVL_any
7034269,Phengaris nausithous,EVL_any
7034267,Phengaris nausithous,EVL_any
7034266,Phengaris nausithous,EVL_any
7026229,Phengaris nausithous,EVL_any
8964897,Phengaris nausithous,EVL_any
8802286,Phengaris nausithous,EVL_any
8090730,Phengaris nausithous,EVL_any
7659567,Phengaris nausithous,EVL_any
7604988,Phengaris nausithous,EVL_any
7585878,Phengaris nausithous,EVL_any
10505907,Phengaris nausithous,EVL_any
10505906,Phengaris nausithous,EVL_any
8581231,Phengaris nausithous,EVL_any
7538157,Phengaris nausithous,EVL_any
7032876,Phengaris nausithous,EVL_any
8574617,Phengaris nausithous,EVL_any
8574616,Phengaris nausithous,EVL_any
7652825,Phengaris nausithous,EVL_any
7652825,Phengaris nausithous,EVL_any
7652825,Phengaris nausithous,EVL_any
7652825,Phengaris nausithous,EVL_any
7652825,Phengaris nausithous,EVL_any
7652831,Phengaris nausithous,EVL_any
7652831,Phengaris nausithous,EVL_any
7774773,Phengaris nausithous,EVL_any
7774772,Phengaris nausithous,EVL_any
7774675,Phengaris nausithous,EVL_any
7652831,Phengaris nausithous,EVL_any
7652825,Phengaris nausithous,EVL_any
7036064,Phengaris nausithous,EVL_any
7036062,Phengaris nausithous,EVL_any
7774773,Phengaris teleius,EVL_any
7774772,Phengaris teleius,EVL_any
7774675,Phengaris teleius,EVL_any
7652835,Phengaris nausithous,EVL_any
8240965,Phengaris nausithous,EVL_any
8240965,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
7652835,Phengaris nausithous,EVL_any
5295187,Phengaris nausithous,EVL_any
7032584,Phengaris nausithous,EVL_any
8956573,Phengaris nausithous,EVL_any
12671356,Phengaris nausithous,EVL_any
12604612,Phengaris nausithous,EVL_any
7774722,Phengaris nausithous,EVL_any
7774719,Phengaris nausithous,EVL_any
7774718,Phengaris nausithous,EVL_any
7774722,Phengaris teleius,EVL_any
7774719,Phengaris teleius,EVL_any
7774718,Phengaris teleius,EVL_any
12671176,Phengaris nausithous,EVL_any
12671594,Phengaris nausithous,EVL_any
12670965,Phengaris nausithous,EVL_any
12671351,Phengaris nausithous,EVL_any
12671914,Phengaris nausithous,EVL_any
12671174,Phengaris nausithous,EVL_any
12671344,Phengaris nausithous,EVL_any
12671238,Phengaris nausithous,EVL_any
12671205,Phengaris nausithous,EVL_any
12671561,Phengaris nausithous,EVL_any
12671808,Phengaris nausithous,EVL_any
12671327,Phengaris nausithous,EVL_any
12671973,Phengaris nausithous,EVL_any
12671709,Phengaris nausithous,EVL_any
12671283,Phengaris nausithous,EVL_any
12671948,Phengaris nausithous,EVL_any
12671599,Phengaris nausithous,EVL_any
12671527,Phengaris nausithous,EVL_any
12671546,Phengaris nausithous,EVL_any
12671449,Phengaris nausithous,EVL_any
12671877,Phengaris nausithous,EVL_any
12671765,Phengaris nausithous,EVL_any
12557172,Phengaris nausithous,EVL_any
11947062,Phengaris nausithous,EVL_any
10817887,Phengaris nausithous,EVL_any
10655853,Phengaris nausithous,EVL_any
10655853,Phengaris nausithous,EVL_any
10140717,Phengaris nausithous,EVL_any
10140716,Phengaris nausithous,EVL_any
10140715,Phengaris nausithous,EVL_any
10140714,Phengaris nausithous,EVL_any
10088954,Phengaris nausithous,EVL_any
10087714,Phengaris nausithous,EVL_any
10087713,Phengaris nausithous,EVL_any
10087710,Phengaris nausithous,EVL_any
10087709,Phengaris nausithous,EVL_any
10087708,Phengaris nausithous,EVL_any
10087707,Phengaris nausithous,EVL_any
10087706,Phengaris nausithous,EVL_any
10087701,Phengaris nausithous,EVL_any
10087698,Phengaris nausithous,EVL_any
10087696,Phengaris nausithous,EVL_any
10087695,Phengaris nausithous,EVL_any
10087694,Phengaris nausithous,EVL_any
10087693,Phengaris nausithous,EVL_any
10087688,Phengaris nausithous,EVL_any
10087687,Phengaris nausithous,EVL_any
10087686,Phengaris nausithous,EVL_any
10084639,Phengaris nausithous,EVL_any
9679802,Phengaris nausithous,EVL_any
9628750,Phengaris nausithous,EVL_any
9573555,Phengaris nausithous,EVL_any
9573555,Phengaris nausithous,EVL_any
8631724,Phengaris nausithous,EVL_any
8631719,Phengaris nausithous,EVL_any
8631713,Phengaris nausithous,EVL_any
8631705,Phengaris nausithous,EVL_any
8631703,Phengaris nausithous,EVL_any
8631702,Phengaris nausithous,EVL_any
8631699,Phengaris nausithous,EVL_any
8631697,Phengaris nausithous,EVL_any
8631695,Phengaris nausithous,EVL_any
8631694,Phengaris nausithous,EVL_any
8631693,Phengaris nausithous,EVL_any
8631691,Phengaris nausithous,EVL_any
8631690,Phengaris nausithous,EVL_any
8631688,Phengaris nausithous,EVL_any
8631686,Phengaris nausithous,EVL_any
8631686,Phengaris nausithous,EVL_any
8629366,Phengaris nausithous,EVL_any
8623564,Phengaris nausithous,EVL_any
8622497,Phengaris nausithous,EVL_any
8622494,Phengaris nausithous,EVL_any
8622493,Phengaris nausithous,EVL_any
8622492,Phengaris nausithous,EVL_any
8622491,Phengaris nausithous,EVL_any
8622489,Phengaris nausithous,EVL_any
8622484,Phengaris nausithous,EVL_any
8610669,Phengaris nausithous,EVL_any
8607655,Phengaris nausithous,EVL_any
8542713,Phengaris nausithous,EVL_any
8542709,Phengaris nausithous,EVL_any
7775093,Phengaris nausithous,EVL_any
7774707,Phengaris nausithous,EVL_any
7774704,Phengaris nausithous,EVL_any
7774703,Phengaris nausithous,EVL_any
7035570,Phengaris nausithous,EVL_any
7038646,Phengaris nausithous,EVL_any
7038289,Phengaris nausithous,EVL_any
7038280,Phengaris nausithous,EVL_any
7038277,Phengaris nausithous,EVL_any
6339865,Phengaris nausithous,EVL_any
7038265,Phengaris nausithous,EVL_any
7038263,Phengaris nausithous,EVL_any
7038262,Phengaris nausithous,EVL_any
7038260,Phengaris nausithous,EVL_any
7038259,Phengaris nausithous,EVL_any
7037476,Phengaris nausithous,EVL_any
7037473,Phengaris nausithous,EVL_any
7037472,Phengaris nausithous,EVL_any
7037467,Phengaris nausithous,EVL_any
7037463,Phengaris nausithous,EVL_any
7037434,Phengaris nausithous,EVL_any
7037432,Phengaris nausithous,EVL_any
7037430,Phengaris nausithous,EVL_any
7037429,Phengaris nausithous,EVL_any
7037428,Phengaris nausithous,EVL_any
7037426,Phengaris nausithous,EVL_any
7037425,Phengaris nausithous,EVL_any
7037363,Phengaris nausithous,EVL_any
7037356,Phengaris nausithous,EVL_any
7037355,Phengaris nausithous,EVL_any
7037340,Phengaris nausithous,EVL_any
7037338,Phengaris nausithous,EVL_any
7037335,Phengaris nausithous,EVL_any
7037332,Phengaris nausithous,EVL_any
7037329,Phengaris nausithous,EVL_any
7035580,Phengaris nausithous,EVL_any
7035570,Phengaris nausithous,EVL_any
6958036,Phengaris nausithous,EVL_any
6957731,Phengaris nausithous,EVL_any
10087685,Phengaris teleius,EVL_any
7775093,Phengaris teleius,EVL_any
7774707,Phengaris teleius,EVL_any
7774704,Phengaris teleius,EVL_any
7774703,Phengaris teleius,EVL_any
12671044,Phengaris nausithous,EVL_any
12671834,Phengaris teleius,EVL_any
12671970,Phengaris nausithous,EVL_any
12671239,Phengaris nausithous,EVL_any
12671446,Phengaris nausithous,EVL_any
12671089,Phengaris nausithous,EVL_any
12671091,Phengaris nausithous,EVL_any
12671242,Phengaris nausithous,EVL_any
12671422,Phengaris nausithous,EVL_any
12671140,Phengaris nausithous,EVL_any
12671451,Phengaris nausithous,EVL_any
12671450,Phengaris nausithous,EVL_any
12671215,Phengaris nausithous,EVL_any
12671570,Phengaris nausithous,EVL_any
11184373,Phengaris nausithous,EVL_any
10157207,Phengaris nausithous,EVL_any
10133023,Phengaris nausithous,EVL_any
10119983,Phengaris nausithous,EVL_any
10119965,Phengaris nausithous,EVL_any
10119961,Phengaris nausithous,EVL_any
10092823,Phengaris nausithous,EVL_any
10092830,Phengaris nausithous,EVL_any
10092866,Phengaris nausithous,EVL_any
10078600,Phengaris nausithous,EVL_any
9679838,Phengaris nausithous,EVL_any
9679838,Phengaris nausithous,EVL_any
9638394,Phengaris nausithous,EVL_any
9638389,Phengaris nausithous,EVL_any
9638389,Phengaris nausithous,EVL_any
9638387,Phengaris nausithous,EVL_any
9628786,Phengaris nausithous,EVL_any
9628882,Phengaris nausithous,EVL_any
9594783,Phengaris nausithous,EVL_any
9594777,Phengaris nausithous,EVL_any
9594768,Phengaris nausithous,EVL_any
9478154,Phengaris nausithous,EVL_any
9400674,Phengaris nausithous,EVL_any
9393779,Phengaris nausithous,EVL_any
9391260,Phengaris nausithous,EVL_any
9379163,Phengaris nausithous,EVL_any
9379165,Phengaris nausithous,EVL_any
9363127,Phengaris nausithous,EVL_any
9363120,Phengaris nausithous,EVL_any
9360440,Phengaris nausithous,EVL_any
9353874,Phengaris nausithous,EVL_any
9352999,Phengaris nausithous,EVL_any
8956766,Phengaris nausithous,EVL_any
8956581,Phengaris nausithous,EVL_any
8953823,Phengaris nausithous,EVL_any
8953810,Phengaris nausithous,EVL_any
8953804,Phengaris nausithous,EVL_any
8953768,Phengaris nausithous,EVL_any
8953731,Phengaris nausithous,EVL_any
8953711,Phengaris nausithous,EVL_any
8953710,Phengaris nausithous,EVL_any
8781201,Phengaris nausithous,EVL_any
8776759,Phengaris nausithous,EVL_any
8776736,Phengaris nausithous,EVL_any
8776751,Phengaris nausithous,EVL_any
8776750,Phengaris nausithous,EVL_any
8776756,Phengaris nausithous,EVL_any
8776734,Phengaris nausithous,EVL_any
8776754,Phengaris nausithous,EVL_any
8776753,Phengaris nausithous,EVL_any
8776745,Phengaris nausithous,EVL_any
8776740,Phengaris nausithous,EVL_any
8643114,Phengaris nausithous,EVL_any
8639016,Phengaris nausithous,EVL_any
8637954,Phengaris nausithous,EVL_any
8637979,Phengaris nausithous,EVL_any
8637977,Phengaris nausithous,EVL_any
8637149,Phengaris nausithous,EVL_any
8621299,Phengaris nausithous,EVL_any
8610765,Phengaris nausithous,EVL_any
8574507,Phengaris nausithous,EVL_any
8574504,Phengaris nausithous,EVL_any
8574503,Phengaris nausithous,EVL_any
8574500,Phengaris nausithous,EVL_any
8574499,Phengaris nausithous,EVL_any
8574488,Phengaris nausithous,EVL_any
8574486,Phengaris nausithous,EVL_any
8574463,Phengaris nausithous,EVL_any
8574441,Phengaris nausithous,EVL_any
8574440,Phengaris nausithous,EVL_any
8574439,Phengaris nausithous,EVL_any
8574438,Phengaris nausithous,EVL_any
8574436,Phengaris nausithous,EVL_any
8574435,Phengaris nausithous,EVL_any
8574432,Phengaris nausithous,EVL_any
8574431,Phengaris nausithous,EVL_any
8574430,Phengaris nausithous,EVL_any
8574429,Phengaris nausithous,EVL_any
8574428,Phengaris nausithous,EVL_any
8574427,Phengaris nausithous,EVL_any
8574423,Phengaris nausithous,EVL_any
8574422,Phengaris nausithous,EVL_any
8574420,Phengaris nausithous,EVL_any
8574419,Phengaris nausithous,EVL_any
8574416,Phengaris nausithous,EVL_any
8574415,Phengaris nausithous,EVL_any
8574414,Phengaris nausithous,EVL_any
8574412,Phengaris nausithous,EVL_any
8574411,Phengaris nausithous,EVL_any
8574090,Phengaris nausithous,EVL_any
8574089,Phengaris nausithous,EVL_any
8350886,Phengaris nausithous,EVL_any
8350885,Phengaris nausithous,EVL_any
8223548,Phengaris nausithous,EVL_any
8186497,Phengaris nausithous,EVL_any
8186531,Phengaris nausithous,EVL_any
8183458,Phengaris nausithous,EVL_any
8183456,Phengaris nausithous,EVL_any
8183455,Phengaris nausithous,EVL_any
8183454,Phengaris nausithous,EVL_any
8183452,Phengaris nausithous,EVL_any
8183448,Phengaris nausithous,EVL_any
8121851,Phengaris nausithous,EVL_any
8121851,Phengaris nausithous,EVL_any
8121850,Phengaris nausithous,EVL_any
8108420,Phengaris nausithous,EVL_any
8108420,Phengaris nausithous,EVL_any
8108419,Phengaris nausithous,EVL_any
8108418,Phengaris nausithous,EVL_any
8108417,Phengaris nausithous,EVL_any
8108416,Phengaris nausithous,EVL_any
8108415,Phengaris nausithous,EVL_any
8108414,Phengaris nausithous,EVL_any
8108413,Phengaris nausithous,EVL_any
8108413,Phengaris nausithous,EVL_any
8108412,Phengaris nausithous,EVL_any
8108412,Phengaris nausithous,EVL_any
8108411,Phengaris nausithous,EVL_any
8108411,Phengaris nausithous,EVL_any
8108410,Phengaris nausithous,EVL_any
8108409,Phengaris nausithous,EVL_any
8108408,Phengaris nausithous,EVL_any
8108408,Phengaris nausithous,EVL_any
8108407,Phengaris nausithous,EVL_any
8108406,Phengaris nausithous,EVL_any
8108405,Phengaris nausithous,EVL_any
8108405,Phengaris nausithous,EVL_any
8108404,Phengaris nausithous,EVL_any
8108403,Phengaris nausithous,EVL_any
8108402,Phengaris nausithous,EVL_any
8108402,Phengaris nausithous,EVL_any
8108401,Phengaris nausithous,EVL_any
8108400,Phengaris nausithous,EVL_any
8101127,Phengaris nausithous,EVL_any
8100041,Phengaris nausithous,EVL_any
8100040,Phengaris nausithous,EVL_any
8100039,Phengaris nausithous,EVL_any
8100039,Phengaris nausithous,EVL_any
8100038,Phengaris nausithous,EVL_any
8098280,Phengaris nausithous,EVL_any
8096200,Phengaris nausithous,EVL_any
8096191,Phengaris nausithous,EVL_any
8094906,Phengaris nausithous,EVL_any
7965828,Phengaris nausithous,EVL_any
7965827,Phengaris nausithous,EVL_any
7965825,Phengaris nausithous,EVL_any
7965824,Phengaris nausithous,EVL_any
7959477,Phengaris nausithous,EVL_any
7774986,Phengaris nausithous,EVL_any
7774818,Phengaris nausithous,EVL_any
7774817,Phengaris nausithous,EVL_any
7774816,Phengaris nausithous,EVL_any
7774815,Phengaris nausithous,EVL_any
7774814,Phengaris nausithous,EVL_any
7774812,Phengaris nausithous,EVL_any
7774809,Phengaris nausithous,EVL_any
7774808,Phengaris nausithous,EVL_any
7774800,Phengaris nausithous,EVL_any
7774799,Phengaris nausithous,EVL_any
7774798,Phengaris nausithous,EVL_any
7774797,Phengaris nausithous,EVL_any
7774796,Phengaris nausithous,EVL_any
7774795,Phengaris nausithous,EVL_any
7774794,Phengaris nausithous,EVL_any
7774793,Phengaris nausithous,EVL_any
7774791,Phengaris nausithous,EVL_any
7774790,Phengaris nausithous,EVL_any
7774789,Phengaris nausithous,EVL_any
7675331,Phengaris nausithous,EVL_any
7675463,Phengaris nausithous,EVL_any
7675468,Phengaris nausithous,EVL_any
7599086,Phengaris nausithous,EVL_any
7599084,Phengaris nausithous,EVL_any
7599080,Phengaris nausithous,EVL_any
7587659,Phengaris nausithous,EVL_any
7587658,Phengaris nausithous,EVL_any
7587649,Phengaris nausithous,EVL_any
7587648,Phengaris nausithous,EVL_any
7587611,Phengaris nausithous,EVL_any
7556335,Phengaris nausithous,EVL_any
7549340,Phengaris nausithous,EVL_any
7549339,Phengaris nausithous,EVL_any
7549338,Phengaris nausithous,EVL_any
7536470,Phengaris nausithous,EVL_any
7187648,Phengaris nausithous,EVL_any
7187647,Phengaris nausithous,EVL_any
7187646,Phengaris nausithous,EVL_any
7187645,Phengaris nausithous,EVL_any
7187644,Phengaris nausithous,EVL_any
7187643,Phengaris nausithous,EVL_any
7187642,Phengaris nausithous,EVL_any
7187641,Phengaris nausithous,EVL_any
7187640,Phengaris nausithous,EVL_any
7187639,Phengaris nausithous,EVL_any
7187638,Phengaris nausithous,EVL_any
7187637,Phengaris nausithous,EVL_any
7187605,Phengaris nausithous,EVL_any
7187600,Phengaris nausithous,EVL_any
7187599,Phengaris nausithous,EVL_any
7187598,Phengaris nausithous,EVL_any
7187597,Phengaris nausithous,EVL_any
7187596,Phengaris nausithous,EVL_any
7187595,Phengaris nausithous,EVL_any
7187594,Phengaris nausithous,EVL_any
7187593,Phengaris nausithous,EVL_any
7187592,Phengaris nausithous,EVL_any
7187591,Phengaris nausithous,EVL_any
7187590,Phengaris nausithous,EVL_any
7187589,Phengaris nausithous,EVL_any
7187588,Phengaris nausithous,EVL_any
7187587,Phengaris nausithous,EVL_any
7187586,Phengaris nausithous,EVL_any
7187585,Phengaris nausithous,EVL_any
7187584,Phengaris nausithous,EVL_any
7187583,Phengaris nausithous,EVL_any
7187582,Phengaris nausithous,EVL_any
7187581,Phengaris nausithous,EVL_any
7187580,Phengaris nausithous,EVL_any
7187579,Phengaris nausithous,EVL_any
7187578,Phengaris nausithous,EVL_any
7187577,Phengaris nausithous,EVL_any
7187576,Phengaris nausithous,EVL_any
7187575,Phengaris nausithous,EVL_any
7187574,Phengaris nausithous,EVL_any
7187012,Phengaris nausithous,EVL_any
7083081,Phengaris nausithous,EVL_any
7081481,Phengaris nausithous,EVL_any
7081480,Phengaris nausithous,EVL_any
7078505,Phengaris nausithous,EVL_any
7076515,Phengaris nausithous,EVL_any
7045718,Phengaris nausithous,EVL_any
7045718,Phengaris nausithous,EVL_any
7045717,Phengaris nausithous,EVL_any
7045743,Phengaris nausithous,EVL_any
7045734,Phengaris nausithous,EVL_any
7045734,Phengaris nausithous,EVL_any
7043554,Phengaris nausithous,EVL_any
7043553,Phengaris nausithous,EVL_any
7043533,Phengaris nausithous,EVL_any
7043526,Phengaris nausithous,EVL_any
7041538,Phengaris nausithous,EVL_any
7037130,Phengaris nausithous,EVL_any
7037119,Phengaris nausithous,EVL_any
7037146,Phengaris nausithous,EVL_any
7033921,Phengaris nausithous,EVL_any
7033920,Phengaris nausithous,EVL_any
7032696,Phengaris nausithous,EVL_any
7032695,Phengaris nausithous,EVL_any
7025884,Phengaris nausithous,EVL_any
10223429,Phengaris teleius,EVL_any
10223430,Phengaris teleius,EVL_any
10204782,Phengaris teleius,EVL_any
10134864,Phengaris teleius,EVL_any
10119983,Phengaris teleius,EVL_any
10119971,Phengaris teleius,EVL_any
10119965,Phengaris teleius,EVL_any
10119961,Phengaris teleius,EVL_any
10092866,Phengaris teleius,EVL_any
10078600,Phengaris teleius,EVL_any
9638394,Phengaris teleius,EVL_any
9638389,Phengaris teleius,EVL_any
9628766,Phengaris teleius,EVL_any
9594783,Phengaris teleius,EVL_any
9594777,Phengaris teleius,EVL_any
9478155,Phengaris teleius,EVL_any
9379162,Phengaris teleius,EVL_any
9360440,Phengaris teleius,EVL_any
9359048,Phengaris teleius,EVL_any
9359046,Phengaris teleius,EVL_any
9353874,Phengaris teleius,EVL_any
9352999,Phengaris teleius,EVL_any
8953820,Phengaris teleius,EVL_any
8953819,Phengaris teleius,EVL_any
8953816,Phengaris teleius,EVL_any
8953813,Phengaris teleius,EVL_any
8953809,Phengaris teleius,EVL_any
8953801,Phengaris teleius,EVL_any
8953754,Phengaris teleius,EVL_any
8953742,Phengaris teleius,EVL_any
8953741,Phengaris teleius,EVL_any
8781201,Phengaris teleius,EVL_any
8776755,Phengaris teleius,EVL_any
8639016,Phengaris teleius,EVL_any
8637954,Phengaris teleius,EVL_any
8637979,Phengaris teleius,EVL_any
8637978,Phengaris teleius,EVL_any
8574506,Phengaris teleius,EVL_any
8574505,Phengaris teleius,EVL_any
8574502,Phengaris teleius,EVL_any
8574501,Phengaris teleius,EVL_any
8574489,Phengaris teleius,EVL_any
8574487,Phengaris teleius,EVL_any
8574462,Phengaris teleius,EVL_any
8574461,Phengaris teleius,EVL_any
8574437,Phengaris teleius,EVL_any
8574433,Phengaris teleius,EVL_any
8574421,Phengaris teleius,EVL_any
8574418,Phengaris teleius,EVL_any
8574417,Phengaris teleius,EVL_any
8574413,Phengaris teleius,EVL_any
8574410,Phengaris teleius,EVL_any
8223569,Phengaris teleius,EVL_any
8186531,Phengaris teleius,EVL_any
8186549,Phengaris teleius,EVL_any
8186550,Phengaris teleius,EVL_any
8183458,Phengaris teleius,EVL_any
8183456,Phengaris teleius,EVL_any
8183455,Phengaris teleius,EVL_any
8183452,Phengaris teleius,EVL_any
8120882,Phengaris teleius,EVL_any
8108420,Phengaris teleius,EVL_any
8108418,Phengaris teleius,EVL_any
8108415,Phengaris teleius,EVL_any
8108408,Phengaris teleius,EVL_any
8108405,Phengaris teleius,EVL_any
8108402,Phengaris teleius,EVL_any
8100041,Phengaris teleius,EVL_any
8100039,Phengaris teleius,EVL_any
8100039,Phengaris teleius,EVL_any
8094906,Phengaris teleius,EVL_any
7965829,Phengaris teleius,EVL_any
7965824,Phengaris teleius,EVL_any
7774986,Phengaris teleius,EVL_any
7774818,Phengaris teleius,EVL_any
7774817,Phengaris teleius,EVL_any
7774816,Phengaris teleius,EVL_any
7774815,Phengaris teleius,EVL_any
7774814,Phengaris teleius,EVL_any
7774812,Phengaris teleius,EVL_any
7774809,Phengaris teleius,EVL_any
7774808,Phengaris teleius,EVL_any
7774800,Phengaris teleius,EVL_any
7774799,Phengaris teleius,EVL_any
7774798,Phengaris teleius,EVL_any
7774797,Phengaris teleius,EVL_any
7774796,Phengaris teleius,EVL_any
7774795,Phengaris teleius,EVL_any
7774794,Phengaris teleius,EVL_any
7774793,Phengaris teleius,EVL_any
7774791,Phengaris teleius,EVL_any
7774790,Phengaris teleius,EVL_any
7774789,Phengaris teleius,EVL_any
7599086,Phengaris teleius,EVL_any
7599084,Phengaris teleius,EVL_any
7599080,Phengaris teleius,EVL_any
7587659,Phengaris teleius,EVL_any
7587658,Phengaris teleius,EVL_any
7587649,Phengaris teleius,EVL_any
7587611,Phengaris teleius,EVL_any
7549340,Phengaris teleius,EVL_any
7549338,Phengaris teleius,EVL_any
7549337,Phengaris teleius,EVL_any
7536470,Phengaris teleius,EVL_any
7083081,Phengaris teleius,EVL_any
7081480,Phengaris teleius,EVL_any
7076538,Phengaris teleius,EVL_any
7076515,Phengaris teleius,EVL_any
7045743,Phengaris teleius,EVL_any
7045734,Phengaris teleius,EVL_any
7032696,Phengaris teleius,EVL_any
7032695,Phengaris teleius,EVL_any
7032694,Phengaris teleius,EVL_any
7032692,Phengaris teleius,EVL_any
12671814,Phengaris nausithous,EVL_any
12671756,Phengaris nausithous,EVL_any
12671753,Phengaris nausithous,EVL_any
10680170,Phengaris nausithous,EVL_any
10651545,Phengaris nausithous,EVL_any
10651505,Phengaris nausithous,EVL_any
10651496,Phengaris nausithous,EVL_any
10651411,Phengaris nausithous,EVL_any
10651386,Phengaris nausithous,EVL_any
